           x        y(x)
  1.6917e-01  5.3994e-06
  1.7017e-01  5.4063e-06
  1.7117e-01  5.4131e-06
  1.7217e-01  5.4198e-06
  1.7317e-01  5.4263e-06
  1.7417e-01  5.4327e-06
  1.7518e-01  5.4389e-06
  1.7618e-01  5.4449e-06
  1.7718e-01  5.4509e-06
  1.7818e-01  5.4566e-06
  1.7918e-01  5.4623e-06
  1.8018e-01  5.4678e-06
  1.8118e-01  5.4732e-06
  1.8218e-01  5.4784e-06
  1.8318e-01  5.4835e-06
  1.8418e-01  5.4884e-06
  1.8519e-01  5.4933e-06
  1.8619e-01  5.4980e-06
  1.8719e-01  5.5025e-06
  1.8819e-01  5.5070e-06
  1.8919e-01  5.5113e-06
  1.9019e-01  5.5154e-06
  1.9119e-01  5.5195e-06
  1.9219e-01  5.5234e-06
  1.9319e-01  5.5273e-06
  1.9419e-01  5.5309e-06
  1.9520e-01  5.5345e-06
  1.9620e-01  5.5380e-06
  1.9720e-01  5.5413e-06
  1.9820e-01  5.5445e-06
  1.9920e-01  5.5476e-06
  2.0020e-01  5.5506e-06
  2.0120e-01  5.5535e-06
  2.0220e-01  5.5562e-06
  2.0320e-01  5.5589e-06
  2.0420e-01  5.5614e-06
  2.0521e-01  5.5639e-06
  2.0621e-01  5.5662e-06
  2.0721e-01  5.5684e-06
  2.0821e-01  5.5705e-06
  2.0921e-01  5.5725e-06
  2.1021e-01  5.5744e-06
  2.1121e-01  5.5763e-06
  2.1221e-01  5.5780e-06
  2.1321e-01  5.5796e-06
  2.1421e-01  5.5811e-06
  2.1522e-01  5.5825e-06
  2.1622e-01  5.5838e-06
  2.1722e-01  5.5850e-06
  2.1822e-01  5.5861e-06
  2.1922e-01  5.5871e-06
  2.2022e-01  5.5881e-06
  2.2122e-01  5.5889e-06
  2.2222e-01  5.5896e-06
  2.2322e-01  5.5903e-06
  2.2422e-01  5.5909e-06
  2.2523e-01  5.5913e-06
  2.2623e-01  5.5917e-06
  2.2723e-01  5.5920e-06
  2.2823e-01  5.5922e-06
  2.2923e-01  5.5924e-06
  2.3023e-01  5.5924e-06
  2.3123e-01  5.5924e-06
  2.3223e-01  5.5923e-06
  2.3323e-01  5.5921e-06
  2.3423e-01  5.5918e-06
  2.3524e-01  5.5914e-06
  2.3624e-01  5.5910e-06
  2.3724e-01  5.5904e-06
  2.3824e-01  5.5898e-06
  2.3924e-01  5.5892e-06
  2.4024e-01  5.5884e-06
  2.4124e-01  5.5876e-06
  2.4224e-01  5.5867e-06
  2.4324e-01  5.5857e-06
  2.4424e-01  5.5846e-06
  2.4525e-01  5.5835e-06
  2.4625e-01  5.5823e-06
  2.4725e-01  5.5810e-06
  2.4825e-01  5.5797e-06
  2.4925e-01  5.5783e-06
  2.5025e-01  5.5768e-06
  2.5125e-01  5.5752e-06
  2.5225e-01  5.5736e-06
  2.5325e-01  5.5719e-06
  2.5425e-01  5.5702e-06
  2.5526e-01  5.5684e-06
  2.5626e-01  5.5665e-06
  2.5726e-01  5.5646e-06
  2.5826e-01  5.5625e-06
  2.5926e-01  5.5605e-06
  2.6026e-01  5.5583e-06
  2.6126e-01  5.5561e-06
  2.6226e-01  5.5539e-06
  2.6326e-01  5.5516e-06
  2.6426e-01  5.5492e-06
  2.6527e-01  5.5467e-06
  2.6627e-01  5.5443e-06
  2.6727e-01  5.5417e-06
  2.6827e-01  5.5391e-06
  2.6927e-01  5.5364e-06
  2.7027e-01  5.5337e-06
  2.7127e-01  5.5309e-06
  2.7227e-01  5.5281e-06
  2.7327e-01  5.5252e-06
  2.7427e-01  5.5222e-06
  2.7528e-01  5.5192e-06
  2.7628e-01  5.5162e-06
  2.7728e-01  5.5130e-06
  2.7828e-01  5.5099e-06
  2.7928e-01  5.5067e-06
  2.8028e-01  5.5034e-06
  2.8128e-01  5.5001e-06
  2.8228e-01  5.4967e-06
  2.8328e-01  5.4933e-06
  2.8428e-01  5.4899e-06
  2.8529e-01  5.4863e-06
  2.8629e-01  5.4828e-06
  2.8729e-01  5.4792e-06
  2.8829e-01  5.4755e-06
  2.8929e-01  5.4718e-06
  2.9029e-01  5.4681e-06
  2.9129e-01  5.4643e-06
  2.9229e-01  5.4604e-06
  2.9329e-01  5.4565e-06
  2.9429e-01  5.4526e-06
  2.9530e-01  5.4486e-06
  2.9630e-01  5.4446e-06
  2.9730e-01  5.4406e-06
  2.9830e-01  5.4365e-06
  2.9930e-01  5.4323e-06
  3.0030e-01  5.4281e-06
  3.0130e-01  5.4239e-06
  3.0230e-01  5.4196e-06
  3.0330e-01  5.4153e-06
  3.0430e-01  5.4110e-06
  3.0531e-01  5.4066e-06
  3.0631e-01  5.4021e-06
  3.0731e-01  5.3977e-06
  3.0831e-01  5.3932e-06
  3.0931e-01  5.3886e-06
  3.1031e-01  5.3840e-06
  3.1131e-01  5.3794e-06
  3.1231e-01  5.3747e-06
  3.1331e-01  5.3700e-06
  3.1431e-01  5.3653e-06
  3.1532e-01  5.3605e-06
  3.1632e-01  5.3557e-06
  3.1732e-01  5.3509e-06
  3.1832e-01  5.3460e-06
  3.1932e-01  5.3411e-06
  3.2032e-01  5.3362e-06
  3.2132e-01  5.3312e-06
  3.2232e-01  5.3262e-06
  3.2332e-01  5.3211e-06
  3.2432e-01  5.3160e-06
  3.2533e-01  5.3109e-06
  3.2633e-01  5.3058e-06
  3.2733e-01  5.3006e-06
  3.2833e-01  5.2954e-06
  3.2933e-01  5.2902e-06
  3.3033e-01  5.2849e-06
  3.3133e-01  5.2796e-06
  3.3233e-01  5.2743e-06
  3.3333e-01  5.2689e-06
  3.3433e-01  5.2635e-06
  3.3534e-01  5.2581e-06
  3.3634e-01  5.2526e-06
  3.3734e-01  5.2472e-06
  3.3834e-01  5.2417e-06
  3.3934e-01  5.2361e-06
  3.4034e-01  5.2306e-06
  3.4134e-01  5.2250e-06
  3.4234e-01  5.2193e-06
  3.4334e-01  5.2137e-06
  3.4434e-01  5.2080e-06
  3.4535e-01  5.2023e-06
  3.4635e-01  5.1966e-06
  3.4735e-01  5.1908e-06
  3.4835e-01  5.1851e-06
  3.4935e-01  5.1793e-06
  3.5035e-01  5.1734e-06
  3.5135e-01  5.1676e-06
  3.5235e-01  5.1617e-06
  3.5335e-01  5.1558e-06
  3.5435e-01  5.1499e-06
  3.5536e-01  5.1439e-06
  3.5636e-01  5.1379e-06
  3.5736e-01  5.1319e-06
  3.5836e-01  5.1259e-06
  3.5936e-01  5.1199e-06
  3.6036e-01  5.1138e-06
  3.6136e-01  5.1077e-06
  3.6236e-01  5.1016e-06
  3.6336e-01  5.0954e-06
  3.6436e-01  5.0893e-06
  3.6537e-01  5.0831e-06
  3.6637e-01  5.0769e-06
  3.6737e-01  5.0707e-06
  3.6837e-01  5.0644e-06
  3.6937e-01  5.0581e-06
  3.7037e-01  5.0519e-06
  3.7137e-01  5.0456e-06
  3.7237e-01  5.0392e-06
  3.7337e-01  5.0329e-06
  3.7437e-01  5.0265e-06
  3.7538e-01  5.0201e-06
  3.7638e-01  5.0137e-06
  3.7738e-01  5.0073e-06
  3.7838e-01  5.0008e-06
  3.7938e-01  4.9944e-06
  3.8038e-01  4.9879e-06
  3.8138e-01  4.9814e-06
  3.8238e-01  4.9748e-06
  3.8338e-01  4.9683e-06
  3.8438e-01  4.9617e-06
  3.8539e-01  4.9552e-06
  3.8639e-01  4.9486e-06
  3.8739e-01  4.9420e-06
  3.8839e-01  4.9353e-06
  3.8939e-01  4.9287e-06
  3.9039e-01  4.9220e-06
  3.9139e-01  4.9153e-06
  3.9239e-01  4.9086e-06
  3.9339e-01  4.9019e-06
  3.9439e-01  4.8952e-06
  3.9540e-01  4.8884e-06
  3.9640e-01  4.8817e-06
  3.9740e-01  4.8749e-06
  3.9840e-01  4.8681e-06
  3.9940e-01  4.8613e-06
  4.0040e-01  4.8545e-06
  4.0140e-01  4.8476e-06
  4.0240e-01  4.8408e-06
  4.0340e-01  4.8339e-06
  4.0440e-01  4.8270e-06
  4.0541e-01  4.8201e-06
  4.0641e-01  4.8132e-06
  4.0741e-01  4.8063e-06
  4.0841e-01  4.7993e-06
  4.0941e-01  4.7924e-06
  4.1041e-01  4.7854e-06
  4.1141e-01  4.7784e-06
  4.1241e-01  4.7714e-06
  4.1341e-01  4.7644e-06
  4.1441e-01  4.7574e-06
  4.1542e-01  4.7503e-06
  4.1642e-01  4.7433e-06
  4.1742e-01  4.7362e-06
  4.1842e-01  4.7291e-06
  4.1942e-01  4.7221e-06
  4.2042e-01  4.7150e-06
  4.2142e-01  4.7078e-06
  4.2242e-01  4.7007e-06
  4.2342e-01  4.6936e-06
  4.2442e-01  4.6864e-06
  4.2543e-01  4.6792e-06
  4.2643e-01  4.6721e-06
  4.2743e-01  4.6649e-06
  4.2843e-01  4.6577e-06
  4.2943e-01  4.6505e-06
  4.3043e-01  4.6432e-06
  4.3143e-01  4.6360e-06
  4.3243e-01  4.6288e-06
  4.3343e-01  4.6215e-06
  4.3443e-01  4.6142e-06
  4.3544e-01  4.6070e-06
  4.3644e-01  4.5997e-06
  4.3744e-01  4.5924e-06
  4.3844e-01  4.5851e-06
  4.3944e-01  4.5777e-06
  4.4044e-01  4.5704e-06
  4.4144e-01  4.5631e-06
  4.4244e-01  4.5557e-06
  4.4344e-01  4.5484e-06
  4.4444e-01  4.5410e-06
  4.4545e-01  4.5336e-06
  4.4645e-01  4.5262e-06
  4.4745e-01  4.5188e-06
  4.4845e-01  4.5114e-06
  4.4945e-01  4.5040e-06
  4.5045e-01  4.4966e-06
  4.5145e-01  4.4891e-06
  4.5245e-01  4.4817e-06
  4.5345e-01  4.4742e-06
  4.5445e-01  4.4667e-06
  4.5546e-01  4.4593e-06
  4.5646e-01  4.4518e-06
  4.5746e-01  4.4443e-06
  4.5846e-01  4.4368e-06
  4.5946e-01  4.4293e-06
  4.6046e-01  4.4218e-06
  4.6146e-01  4.4142e-06
  4.6246e-01  4.4067e-06
  4.6346e-01  4.3992e-06
  4.6446e-01  4.3916e-06
  4.6547e-01  4.3841e-06
  4.6647e-01  4.3765e-06
  4.6747e-01  4.3689e-06
  4.6847e-01  4.3613e-06
  4.6947e-01  4.3537e-06
  4.7047e-01  4.3462e-06
  4.7147e-01  4.3385e-06
  4.7247e-01  4.3309e-06
  4.7347e-01  4.3233e-06
  4.7447e-01  4.3157e-06
  4.7548e-01  4.3081e-06
  4.7648e-01  4.3004e-06
  4.7748e-01  4.2928e-06
  4.7848e-01  4.2851e-06
  4.7948e-01  4.2774e-06
  4.8048e-01  4.2698e-06
  4.8148e-01  4.2621e-06
  4.8248e-01  4.2544e-06
  4.8348e-01  4.2467e-06
  4.8448e-01  4.2390e-06
  4.8549e-01  4.2313e-06
  4.8649e-01  4.2236e-06
  4.8749e-01  4.2159e-06
  4.8849e-01  4.2082e-06
  4.8949e-01  4.2004e-06
  4.9049e-01  4.1927e-06
  4.9149e-01  4.1850e-06
  4.9249e-01  4.1772e-06
  4.9349e-01  4.1695e-06
  4.9449e-01  4.1617e-06
  4.9550e-01  4.1539e-06
  4.9650e-01  4.1462e-06
  4.9750e-01  4.1384e-06
  4.9850e-01  4.1306e-06
  4.9950e-01  4.1228e-06
  5.0050e-01  4.1150e-06
  5.0150e-01  4.1072e-06
  5.0250e-01  4.0994e-06
  5.0350e-01  4.0916e-06
  5.0450e-01  4.0838e-06
  5.0551e-01  4.0760e-06
  5.0651e-01  4.0681e-06
  5.0751e-01  4.0603e-06
  5.0851e-01  4.0525e-06
  5.0951e-01  4.0446e-06
  5.1051e-01  4.0368e-06
  5.1151e-01  4.0289e-06
  5.1251e-01  4.0211e-06
  5.1351e-01  4.0132e-06
  5.1451e-01  4.0053e-06
  5.1552e-01  3.9975e-06
  5.1652e-01  3.9896e-06
  5.1752e-01  3.9817e-06
  5.1852e-01  3.9738e-06
  5.1952e-01  3.9659e-06
  5.2052e-01  3.9580e-06
  5.2152e-01  3.9501e-06
  5.2252e-01  3.9422e-06
  5.2352e-01  3.9343e-06
  5.2452e-01  3.9264e-06
  5.2553e-01  3.9185e-06
  5.2653e-01  3.9105e-06
  5.2753e-01  3.9026e-06
  5.2853e-01  3.8947e-06
  5.2953e-01  3.8867e-06
  5.3053e-01  3.8788e-06
  5.3153e-01  3.8709e-06
  5.3253e-01  3.8629e-06
  5.3353e-01  3.8550e-06
  5.3453e-01  3.8470e-06
  5.3554e-01  3.8390e-06
  5.3654e-01  3.8311e-06
  5.3754e-01  3.8231e-06
  5.3854e-01  3.8151e-06
  5.3954e-01  3.8072e-06
  5.4054e-01  3.7992e-06
  5.4154e-01  3.7912e-06
  5.4254e-01  3.7832e-06
  5.4354e-01  3.7752e-06
  5.4454e-01  3.7672e-06
  5.4555e-01  3.7592e-06
  5.4655e-01  3.7512e-06
  5.4755e-01  3.7432e-06
  5.4855e-01  3.7352e-06
  5.4955e-01  3.7272e-06
  5.5055e-01  3.7192e-06
  5.5155e-01  3.7111e-06
  5.5255e-01  3.7031e-06
  5.5355e-01  3.6951e-06
  5.5455e-01  3.6871e-06
  5.5556e-01  3.6790e-06
  5.5656e-01  3.6710e-06
  5.5756e-01  3.6630e-06
  5.5856e-01  3.6549e-06
  5.5956e-01  3.6469e-06
  5.6056e-01  3.6388e-06
  5.6156e-01  3.6308e-06
  5.6256e-01  3.6227e-06
  5.6356e-01  3.6147e-06
  5.6456e-01  3.6066e-06
  5.6557e-01  3.5985e-06
  5.6657e-01  3.5905e-06
  5.6757e-01  3.5824e-06
  5.6857e-01  3.5743e-06
  5.6957e-01  3.5662e-06
  5.7057e-01  3.5582e-06
  5.7157e-01  3.5501e-06
  5.7257e-01  3.5420e-06
  5.7357e-01  3.5339e-06
  5.7457e-01  3.5258e-06
  5.7558e-01  3.5177e-06
  5.7658e-01  3.5096e-06
  5.7758e-01  3.5015e-06
  5.7858e-01  3.4934e-06
  5.7958e-01  3.4853e-06
  5.8058e-01  3.4772e-06
  5.8158e-01  3.4691e-06
  5.8258e-01  3.4610e-06
  5.8358e-01  3.4529e-06
  5.8458e-01  3.4448e-06
  5.8559e-01  3.4367e-06
  5.8659e-01  3.4285e-06
  5.8759e-01  3.4204e-06
  5.8859e-01  3.4123e-06
  5.8959e-01  3.4042e-06
  5.9059e-01  3.3960e-06
  5.9159e-01  3.3879e-06
  5.9259e-01  3.3798e-06
  5.9359e-01  3.3716e-06
  5.9459e-01  3.3635e-06
  5.9560e-01  3.3554e-06
  5.9660e-01  3.3472e-06
  5.9760e-01  3.3391e-06
  5.9860e-01  3.3309e-06
  5.9960e-01  3.3228e-06
  6.0060e-01  3.3146e-06
  6.0160e-01  3.3065e-06
  6.0260e-01  3.2983e-06
  6.0360e-01  3.2902e-06
  6.0460e-01  3.2820e-06
  6.0561e-01  3.2738e-06
  6.0661e-01  3.2657e-06
  6.0761e-01  3.2575e-06
  6.0861e-01  3.2494e-06
  6.0961e-01  3.2412e-06
  6.1061e-01  3.2330e-06
  6.1161e-01  3.2248e-06
  6.1261e-01  3.2167e-06
  6.1361e-01  3.2085e-06
  6.1461e-01  3.2003e-06
  6.1562e-01  3.1921e-06
  6.1662e-01  3.1839e-06
  6.1762e-01  3.1758e-06
  6.1862e-01  3.1676e-06
  6.1962e-01  3.1594e-06
  6.2062e-01  3.1512e-06
  6.2162e-01  3.1430e-06
  6.2262e-01  3.1348e-06
  6.2362e-01  3.1266e-06
  6.2462e-01  3.1184e-06
  6.2563e-01  3.1102e-06
  6.2663e-01  3.1020e-06
  6.2763e-01  3.0938e-06
  6.2863e-01  3.0856e-06
  6.2963e-01  3.0774e-06
  6.3063e-01  3.0692e-06
  6.3163e-01  3.0610e-06
  6.3263e-01  3.0528e-06
  6.3363e-01  3.0446e-06
  6.3463e-01  3.0364e-06
  6.3564e-01  3.0282e-06
  6.3664e-01  3.0200e-06
  6.3764e-01  3.0118e-06
  6.3864e-01  3.0035e-06
  6.3964e-01  2.9953e-06
  6.4064e-01  2.9871e-06
  6.4164e-01  2.9789e-06
  6.4264e-01  2.9707e-06
  6.4364e-01  2.9624e-06
  6.4464e-01  2.9542e-06
  6.4565e-01  2.9460e-06
  6.4665e-01  2.9378e-06
  6.4765e-01  2.9295e-06
  6.4865e-01  2.9213e-06
  6.4965e-01  2.9131e-06
  6.5065e-01  2.9048e-06
  6.5165e-01  2.8966e-06
  6.5265e-01  2.8884e-06
  6.5365e-01  2.8801e-06
  6.5465e-01  2.8719e-06
  6.5566e-01  2.8637e-06
  6.5666e-01  2.8554e-06
  6.5766e-01  2.8472e-06
  6.5866e-01  2.8389e-06
  6.5966e-01  2.8307e-06
  6.6066e-01  2.8224e-06
  6.6166e-01  2.8142e-06
  6.6266e-01  2.8060e-06
  6.6366e-01  2.7977e-06
  6.6466e-01  2.7895e-06
  6.6567e-01  2.7812e-06
  6.6667e-01  2.7730e-06
  6.6767e-01  2.7647e-06
  6.6867e-01  2.7564e-06
  6.6967e-01  2.7482e-06
  6.7067e-01  2.7399e-06
  6.7167e-01  2.7317e-06
  6.7267e-01  2.7234e-06
  6.7367e-01  2.7152e-06
  6.7467e-01  2.7069e-06
  6.7568e-01  2.6986e-06
  6.7668e-01  2.6904e-06
  6.7768e-01  2.6821e-06
  6.7868e-01  2.6739e-06
  6.7968e-01  2.6656e-06
  6.8068e-01  2.6573e-06
  6.8168e-01  2.6491e-06
  6.8268e-01  2.6408e-06
  6.8368e-01  2.6325e-06
  6.8468e-01  2.6243e-06
  6.8569e-01  2.6160e-06
  6.8669e-01  2.6077e-06
  6.8769e-01  2.5995e-06
  6.8869e-01  2.5912e-06
  6.8969e-01  2.5829e-06
  6.9069e-01  2.5746e-06
  6.9169e-01  2.5664e-06
  6.9269e-01  2.5581e-06
  6.9369e-01  2.5498e-06
  6.9469e-01  2.5415e-06
  6.9570e-01  2.5333e-06
  6.9670e-01  2.5250e-06
  6.9770e-01  2.5167e-06
  6.9870e-01  2.5084e-06
  6.9970e-01  2.5001e-06
  7.0070e-01  2.4918e-06
  7.0170e-01  2.4836e-06
  7.0270e-01  2.4753e-06
  7.0370e-01  2.4670e-06
  7.0470e-01  2.4587e-06
  7.0571e-01  2.4504e-06
  7.0671e-01  2.4421e-06
  7.0771e-01  2.4339e-06
  7.0871e-01  2.4256e-06
  7.0971e-01  2.4173e-06
  7.1071e-01  2.4090e-06
  7.1171e-01  2.4007e-06
  7.1271e-01  2.3924e-06
  7.1371e-01  2.3841e-06
  7.1471e-01  2.3758e-06
  7.1572e-01  2.3675e-06
  7.1672e-01  2.3592e-06
  7.1772e-01  2.3509e-06
  7.1872e-01  2.3427e-06
  7.1972e-01  2.3344e-06
  7.2072e-01  2.3261e-06
  7.2172e-01  2.3178e-06
  7.2272e-01  2.3095e-06
  7.2372e-01  2.3012e-06
  7.2472e-01  2.2929e-06
  7.2573e-01  2.2846e-06
  7.2673e-01  2.2763e-06
  7.2773e-01  2.2680e-06
  7.2873e-01  2.2597e-06
  7.2973e-01  2.2514e-06
  7.3073e-01  2.2431e-06
  7.3173e-01  2.2348e-06
  7.3273e-01  2.2265e-06
  7.3373e-01  2.2182e-06
  7.3473e-01  2.2099e-06
  7.3574e-01  2.2016e-06
  7.3674e-01  2.1932e-06
  7.3774e-01  2.1849e-06
  7.3874e-01  2.1766e-06
  7.3974e-01  2.1683e-06
  7.4074e-01  2.1600e-06
  7.4174e-01  2.1517e-06
  7.4274e-01  2.1434e-06
  7.4374e-01  2.1351e-06
  7.4474e-01  2.1268e-06
  7.4575e-01  2.1185e-06
  7.4675e-01  2.1102e-06
  7.4775e-01  2.1019e-06
  7.4875e-01  2.0936e-06
  7.4975e-01  2.0852e-06
  7.5075e-01  2.0769e-06
  7.5175e-01  2.0686e-06
  7.5275e-01  2.0603e-06
  7.5375e-01  2.0520e-06
  7.5475e-01  2.0437e-06
  7.5576e-01  2.0354e-06
  7.5676e-01  2.0270e-06
  7.5776e-01  2.0187e-06
  7.5876e-01  2.0104e-06
  7.5976e-01  2.0021e-06
  7.6076e-01  1.9938e-06
  7.6176e-01  1.9855e-06
  7.6276e-01  1.9772e-06
  7.6376e-01  1.9688e-06
  7.6476e-01  1.9605e-06
  7.6577e-01  1.9522e-06
  7.6677e-01  1.9439e-06
  7.6777e-01  1.9356e-06
  7.6877e-01  1.9272e-06
  7.6977e-01  1.9189e-06
  7.7077e-01  1.9106e-06
  7.7177e-01  1.9023e-06
  7.7277e-01  1.8940e-06
  7.7377e-01  1.8856e-06
  7.7477e-01  1.8773e-06
  7.7578e-01  1.8690e-06
  7.7678e-01  1.8607e-06
  7.7778e-01  1.8523e-06
  7.7878e-01  1.8440e-06
  7.7978e-01  1.8357e-06
  7.8078e-01  1.8274e-06
  7.8178e-01  1.8191e-06
  7.8278e-01  1.8107e-06
  7.8378e-01  1.8024e-06
  7.8478e-01  1.7941e-06
  7.8579e-01  1.7858e-06
  7.8679e-01  1.7774e-06
  7.8779e-01  1.7691e-06
  7.8879e-01  1.7608e-06
  7.8979e-01  1.7524e-06
  7.9079e-01  1.7441e-06
  7.9179e-01  1.7358e-06
  7.9279e-01  1.7275e-06
  7.9379e-01  1.7191e-06
  7.9479e-01  1.7108e-06
  7.9580e-01  1.7025e-06
  7.9680e-01  1.6942e-06
  7.9780e-01  1.6858e-06
  7.9880e-01  1.6775e-06
  7.9980e-01  1.6692e-06
  8.0080e-01  1.6608e-06
  8.0180e-01  1.6525e-06
  8.0280e-01  1.6442e-06
  8.0380e-01  1.6358e-06
  8.0480e-01  1.6275e-06
  8.0581e-01  1.6192e-06
  8.0681e-01  1.6108e-06
  8.0781e-01  1.6025e-06
  8.0881e-01  1.5942e-06
  8.0981e-01  1.5859e-06
  8.1081e-01  1.5775e-06
  8.1181e-01  1.5692e-06
  8.1281e-01  1.5609e-06
  8.1381e-01  1.5525e-06
  8.1481e-01  1.5442e-06
  8.1582e-01  1.5359e-06
  8.1682e-01  1.5275e-06
  8.1782e-01  1.5192e-06
  8.1882e-01  1.5108e-06
  8.1982e-01  1.5025e-06
  8.2082e-01  1.4942e-06
  8.2182e-01  1.4858e-06
  8.2282e-01  1.4775e-06
